	favorite_count	retweet_count	timestamp	rating_numerator	rating_denominator	dog_type	breed	confidence	names	likeability
735274964362878976	13530	5369	2016-05-25 01:03:06+00:00	11	10		Unidentifiable	0.0		79906827.00000001
735648611367784448	4167	1163	2016-05-26 01:47:51+00:00	12	10	pupper	Pembroke	0.462594		5815465.199999999
735991953473572864	3738	1219	2016-05-27 00:32:10+00:00	11	10		Cocker Spaniel	0.961643	Maxaroni	5012284.2
736010884653420544	8202	3148	2016-05-27 01:47:23+00:00	10	10		Golden Retriever	0.553901		25819896.0
736225175608430592	8459	2928	2016-05-27 15:58:54+00:00	10	10		Labrador Retriever	0.399217		24767952.0
736736130620620800	4472	1835	2016-05-29 01:49:16+00:00	13	10		Schipperke	0.545502	Chadrick	10667956.0
737322739594330112	3754	857	2016-05-30 16:40:14+00:00	9	10		Unidentifiable	0.0	Lily	2895460.1999999997
737445876994609152	10695	4719	2016-05-31 00:49:32+00:00	13	10	floofer	Samoyed	0.400568		65610616.5
737678689543020544	5238	1408	2016-05-31 16:14:39+00:00	11	10		Pembroke	0.935307		8112614.4
737800304142471168	10403	3660	2016-06-01 00:17:54+00:00	10	10		Malamute	0.374682	Bella	38074980.0
737826014890496000	5490	1859	2016-06-01 02:00:04+00:00	10	10		Vizsla	0.990391	Remy	10205910.0
738166403467907072	9152	3601	2016-06-02 00:32:39+00:00	12	10		Keeshond	0.8788860000000001	Axel	39547622.4
738402415918125056	3384	889	2016-06-02 16:10:29+00:00	10	10		Cocker Spaniel	0.346695		3008376.0
738537504001953792	5300	1646	2016-06-03 01:07:16+00:00	11	10	puppo	Chow	0.808737	Bayley	9596180.000000002
738883359779196928	3467	856	2016-06-04 00:01:35+00:00	10	10		Labrador Retriever	0.691137		2967752.0
738885046782832640	3922	1204	2016-06-04 00:08:17+00:00	11	10		American Staffordshire Terrier	0.0155351	Charles	5194296.800000001
739485634323156992	7480	3115	2016-06-05 15:54:48+00:00	6	10		Walker Hound	0.640256	Kyle	13980120.0
739544079319588864	41285	22657	2016-06-05 19:47:03+00:00	10	10		Labrador Retriever	0.967397		935394245.0
739606147276148736	5591	1756	2016-06-05 23:53:41+00:00	9	10	pupper	Blenheim Spaniel	0.933755	Benji	8836016.4
739844404073074688	3950	904	2016-06-06 15:40:26+00:00	12	10		Toy Poodle	0.342397	Simba	4284960.0
739932936087216128	4216	1143	2016-06-06 21:32:13+00:00	10	10		Redbone	0.243904	Rorie	4818888.0
739979191639244800	20795	6276	2016-06-07 00:36:02+00:00	12	10		Irish Water Spaniel	0.2858	Nollie	156611304.0
740214038584557568	6963	2082	2016-06-07 16:09:13+00:00	10	10		Chesapeake Bay Retriever	0.586414		14496966.0
740359016048689152	3436	908	2016-06-08 01:45:19+00:00	9	10		Golden Retriever	0.8636870000000001	Chase	2807899.2
740676976021798912	18907	7195	2016-06-08 22:48:46+00:00	11	10	pupper	Norwegian Elkhound	0.275225	Baloo	149639451.5
740699697422163968	2952	827	2016-06-09 00:19:04+00:00	8	10		Unidentifiable	0.0	Chip	1953043.2
741067306818797568	9844	3272	2016-06-10 00:39:48+00:00	12	10	doggo + pupper	Golden Retriever	0.843799		38651481.599999994
741303864243200000	9131	3419	2016-06-10 16:19:48+00:00	12	10		Chihuahua	0.7681560000000001	Theodore	37462666.8
741438259667034112	3825	881	2016-06-11 01:13:51+00:00	9	10		Chesapeake Bay Retriever	0.292675	Tucker	3032842.5
741743634094141440	8514	2929	2016-06-11 21:27:17+00:00	11	10	pupper	Labrador Retriever	0.786089	Aqua	27431256.600000005
742150209887731712	5348	1650	2016-06-13 00:22:53+00:00	8	10	pupper	French Bulldog	0.07141439999999999	Edmund	7059360.000000001
742161199639494656	4529	1461	2016-06-13 01:06:33+00:00	12	10		Unidentifiable	0.0	Doug	7940242.8
742423170473463808	10242	4021	2016-06-13 18:27:32+00:00	12	10		Pug	0.99731	Bell	49419698.4
742465774154047488	7564	4127	2016-06-13 21:16:49+00:00	14	10	pupper	Unidentifiable	0.0		43703279.199999996
743210557239623680	4007	1448	2016-06-15 22:36:19+00:00	10	10		Golden Retriever	0.930705	Kayla	5802136.0
743222593470234624	6460	2016	2016-06-15 23:24:09+00:00	12	10	pupper	Kuvasz	0.350629		15628032.0
743253157753532416	4411	1294	2016-06-16 01:25:36+00:00	10	10	puppo	Malamute	0.442612	Kilo	5707834.0
743595368194129920	19205	6974	2016-06-17 00:05:25+00:00	7	10		Unidentifiable	0.0	Harold	93754969.0
743609206067040256	4668	1461	2016-06-17 01:00:24+00:00	10	10		Weimaraner	0.982794	Stark	6819948.0
743980027717509120	4339	1154	2016-06-18 01:33:55+00:00	11	10		Bull Mastiff	0.97573	Geno	5507926.600000001
744709971296780288	5838	1654	2016-06-20 01:54:27+00:00	10	10		Shetland Sheepdog	0.234431	Harvey	9656052.0
744971049620602880	8224	2861	2016-06-20 19:11:53+00:00	12	10		Toy Poodle	0.497755	Indie	28234636.799999997
744995568523612160	3102	659	2016-06-20 20:49:19+00:00	9	10	puppo	Old English Sheepdog	0.4274810000000001	Abby	1839796.2000000002
745057283344719872	7543	2414	2016-06-21 00:54:33+00:00	12	10		Shetland Sheepdog	0.963985	Oliver	21850562.400000002
745314880350101504	7492	2949	2016-06-21 17:58:09+00:00	12	10		Unidentifiable	0.0	Sugar	26512689.599999998
745433870967832576	7398	2698	2016-06-22 01:50:58+00:00	10	10	doggo	Basset	1.44895e-05	Lenox	19959804.0
745789745784041472	4199	1132	2016-06-23 01:25:06+00:00	10	10		Pekinese	0.984267	Gus	4753268.0
746056683365994496	3697	862	2016-06-23 19:05:49+00:00	11	10		Shetland Sheepdog	0.43332	Arlen	3505495.4000000004
746131877086527488	7214	2342	2016-06-24 00:04:36+00:00	10	10		Chow	0.575637	Gustav	16895188.0
746369468511756288	6444	1747	2016-06-24 15:48:42+00:00	9	10		German Shepherd	0.622957		10131901.200000001
746790600704425984	5096	1693	2016-06-25 19:42:08+00:00	10	10		Boston Bull	0.936183		8627528.0
746872823977771008	6270	2287	2016-06-26 01:08:52+00:00	11	10		Pembroke	0.540201		15773439.000000002
747204161125646336	3529	978	2016-06-26 23:05:29+00:00	10	10		Unidentifiable	0.0	Clark	3451362.0
747512671126323200	5787	1689	2016-06-27 19:31:23+00:00	10	10		Cardigan	0.111493		9774243.0
747594051852075008	3858	1119	2016-06-28 00:54:46+00:00	11	10		Basenji	0.389136		4748812.2
747600769478692864	2424	585	2016-06-28 01:21:27+00:00	10	10		Chesapeake Bay Retriever	0.804363	Bookstore	1418040.0
747816857231626240	5062	1237	2016-06-28 15:40:07+00:00	4	10		Pembroke	0.7689229999999999		2504677.6
747844099428986880	2935	798	2016-06-28 17:28:22+00:00	11	10		Pembroke	0.360428	Huxley	2576343.0000000005
747885874273214464	3080	1049	2016-06-28 20:14:22+00:00	8	10		Kuvasz	0.40845		2584736.0
748568946752774144	2283	714	2016-06-30 17:28:39+00:00	12	10		Tibetan Terrier	0.32816100000000004	Cora	1956074.4
748692773788876800	4435	1414	2016-07-01 01:40:41+00:00	10	10	doggo	Unidentifiable	0.0		6271090.0
748705597323898880	2892	1010	2016-07-01 02:31:39+00:00	13	10		Unidentifiable	0.0		3797196.0
748932637671223296	6110	2413	2016-07-01 17:33:49+00:00	13	10	doggo	Borzoi	0.742912	Divine	19166459.0
749064354620928000	5008	1616	2016-07-02 02:17:13+00:00	11	10		Pug	0.985222	Winston	8902220.8
749317047558017024	5733	2361	2016-07-02 19:01:20+00:00	12	10	floofer	Wire-Haired Fox Terrier	0.155144	Blu	16242735.6
749395845976588288	8999	3699	2016-07-03 00:14:27+00:00	10	10		Pomeranian	0.973715	George	33287301.0
749417653287129088	6386	1774	2016-07-03 01:41:06+00:00	11	10	pupper	Papillon	0.772894	Finn	12461640.4
749774190421639168	4873	1400	2016-07-04 01:17:51+00:00	12	10		Pekinese	0.8790120000000001	Lucy	8186639.999999999
749981277374128128	5348	2611	2016-07-04 15:00:45+00:00	1776	10		Unidentifiable	0.0	Atticus	2479940332.7999997
749996283729883136	3184	864	2016-07-04 16:00:22+00:00	12	10		Old English Sheepdog	0.515319	Bo	3301171.1999999997
750026558547456000	2836	841	2016-07-04 18:00:41+00:00	10	10		Standard Poodle	0.258732	Jax	2385076.0
750041628174217216	3325	662	2016-07-04 19:00:33+00:00	13	10		Labrador Retriever	0.252031	Beau	2861495.0
750071704093859840	8243	3571	2016-07-04 21:00:04+00:00	10	10	pupper	Redbone	0.382113		29435753.0
750086836815486976	2277	579	2016-07-04 22:00:12+00:00	12	10		Pug	0.978277	Spanky	1582059.6
750101899009982464	3180	902	2016-07-04 23:00:03+00:00	11	10		Golden Retriever	0.316704	Lilah	3155196.0000000005
750117059602808832	4539	1385	2016-07-05 00:00:18+00:00	10	10		Shih-Tzu	0.814405	Calvin	6286515.0
750132105863102464	3813	1364	2016-07-05 01:00:05+00:00	11	10		Toy Poodle	0.4780180000000001	Stewie	5721025.2
750147208377409536	3255	1028	2016-07-05 02:00:06+00:00	13	10		Pug	0.977765		4349982.0
750383411068534784	4774	1218	2016-07-05 17:38:41+00:00	9	10	pupper	Border Collie	0.672791	Zoe	5233258.800000001
750506206503038976	4654	1229	2016-07-06 01:46:38+00:00	8	10	pupper	Unidentifiable	0.0	Malcolm	4575812.800000001
750719632563142656	13834	5388	2016-07-06 15:54:42+00:00	12	10		Pembroke	0.972587	Meyer	89445110.39999999
751205363882532864	6610	1961	2016-07-08 00:04:50+00:00	12	10		Labrador Retriever	0.947164		15554652.0
751251247299190784	13099	6282	2016-07-08 03:07:09+00:00	10	10		Walker Hound	0.178852	Gilbert	82287918.0
751456908746354688	3362	1070	2016-07-08 16:44:23+00:00	12	10	pupper	Golden Retriever	0.714409		4316808.0
751538714308972544	5283	1354	2016-07-08 22:09:27+00:00	10	10		Labrador Retriever	0.516257	Max	7153182.0
751583847268179968	4612	1189	2016-07-09 01:08:47+00:00	5	10	doggo + pupper	Dalmatian	0.8683040000000001		2741834.0
751830394383790080	6078	2097	2016-07-09 17:28:29+00:00	12	10		Chow	0.703569	Tucker	15294679.2
751937170840121344	5465	1442	2016-07-10 00:32:46+00:00	11	10		Lakeland Terrier	0.4241680000000001	Ruby	8668583.000000002
752173152931807232	6241	1973	2016-07-10 16:10:29+00:00	12	10		Labrador Retriever	0.527659	Brody	14776191.6
752334515931054080	4003	1181	2016-07-11 02:51:40+00:00	8	10	doggo	Bedlington Terrier	0.399163		3782034.4
752519690950500352	7733	3690	2016-07-11 15:07:30+00:00	11	10	puppo	Labrador Retriever	1.00288e-05		31388247.000000004
752660715232722944	4626	1684	2016-07-12 00:27:52+00:00	10	10	doggo	English Setter	0.0505118		7790184.0
752682090207055872	6283	1721	2016-07-12 01:52:49+00:00	10	10	doggo	German Shepherd	0.299966		10813043.0
752917284578922496	7242	1687	2016-07-12 17:27:23+00:00	11	10		German Shepherd	0.609283	Grizzie	13438979.4
753026973505581056	4093	1045	2016-07-13 00:43:15+00:00	10	10		Pembroke	0.868511	Tayzie	4277185.0
753375668877008896	8010	2497	2016-07-13 23:48:51+00:00	8	10		Bluetick	0.36007100000000003	Hank	16000776.0
753398408988139520	6060	2058	2016-07-14 01:19:12+00:00	12	10		Whippet	0.163794	Scout	14965776.0
753420520834629632	8322	3824	2016-07-14 02:47:04+00:00	11	10		Unidentifiable	0.0		35005660.800000004
753655901052166144	6139	2328	2016-07-14 18:22:23+00:00	10	10		Miniature Pinscher	0.456092		14291592.0
754120377874386944	8233	2503	2016-07-16 01:08:03+00:00	10	10		Chow	0.168909		20607199.0
754449512966619136	3931	786	2016-07-16 22:55:55+00:00	11	10		Beagle	0.858513	Dex	3398742.6
754482103782404096	5566	2087	2016-07-17 01:05:25+00:00	10	10		Unidentifiable	0.0	Milo	11616242.0
754747087846248448	2700	555	2016-07-17 18:38:22+00:00	12	10		Unidentifiable	0.0	Keith	1798200.0
755955933503782912	7704	3099	2016-07-21 02:41:54+00:00	12	10	pupper	Pekinese	0.596882		28649635.2
756275833623502848	6739	1630	2016-07-21 23:53:04+00:00	10	10	puppo	Airedale	0.602957		10984570.0
756288534030475264	44993	18719	2016-07-22 00:43:32+00:00	12	10		French Bulldog	0.032492200000000006		1010668760.4
756526248105566208	10920	3871	2016-07-22 16:28:07+00:00	13	10	doggo	Unidentifiable	0.0		54952716.0
756651752796094464	5313	1404	2016-07-23 00:46:50+00:00	11	10		Pembroke	0.294808	Gert	8205397.2
756939218950160384	6982	2155	2016-07-23 19:49:07+00:00	12	10	pupper	Golden Retriever	0.790371	Jax	18055452.0
756998049151549440	6589	2128	2016-07-23 23:42:53+00:00	11	10		Golden Retriever	0.678555	Oliver	15423531.200000001
757400162377592832	15896	7333	2016-07-25 02:20:45+00:00	13	10		Golden Retriever	0.0878003		151534978.4
757596066325864448	4565	1134	2016-07-25 15:19:12+00:00	4	10		Unidentifiable	0.0		2070684.0
757725642876129280	4766	1303	2016-07-25 23:54:05+00:00	11	10		Labrador Retriever	0.128128	Beckham	6831107.800000001
757741869644341248	7234	3488	2016-07-26 00:58:34+00:00	10	10		Old English Sheepdog	0.128899	Leonard	25232192.0
758041019896193024	2843	402	2016-07-26 20:47:17+00:00	9	10		Cardigan	0.0512653		1028597.4000000001
758355060040593408	3606	1162	2016-07-27 17:35:10+00:00	11	10		Pembroke	0.987643	Corey	4609189.2
758467244762497024	5053	2384	2016-07-28 01:00:57+00:00	165	150		Labrador Retriever	0.4363770000000001		13250987.200000001
758474966123810816	4017	1066	2016-07-28 01:31:38+00:00	11	10		Pembroke	0.546145	Brandonald	4710334.200000001
758828659922702336	11741	4103	2016-07-29 00:57:05+00:00	13	10	doggo	Chesapeake Bay Retriever	0.480048		62625319.900000006
758854675097526272	3731	958	2016-07-29 02:40:28+00:00	11	10		Old English Sheepdog	0.0237914	Lilli	3931727.8000000003
759099523532779520	15282	4476	2016-07-29 18:53:24+00:00	7	10		Shetland Sheepdog	0.12903399999999998	Toby	47881562.4
759447681597108224	8926	2621	2016-07-30 17:56:51+00:00	11	10		Kuvasz	0.223148	Oakley	25734550.6
759557299618865152	4933	1256	2016-07-31 01:12:26+00:00	10	10		Golden Retriever	0.763333	Emma	6195848.0
759793422261743616	6270	2039	2016-07-31 16:50:42+00:00	12	10	doggo + pupper	Golden Retriever	0.985876	Maggie	15341436.0
759846353224826880	7065	2127	2016-07-31 20:21:02+00:00	11	10		Sussex Spaniel	0.355395	Kirby	16529980.500000002
759923798737051648	15427	6074	2016-08-01 01:28:46+00:00	10	10		Labrador Retriever	0.324579		93703598.0
760190180481531904	5995	1940	2016-08-01 19:07:17+00:00	10	10		Unidentifiable	0.0	Sadie	11630300.0
760252756032651264	4145	927	2016-08-01 23:15:56+00:00	4	10		Unidentifiable	0.0	Fido	1536966.0
760641137271070720	5215	1385	2016-08-03 00:59:13+00:00	12	10		Unidentifiable	0.0	Theo	8667330.0
761004547850530816	11915	3730	2016-08-04 01:03:17+00:00	11	10		Golden Retriever	0.735163	Bo	48887245.00000001
761227390836215808	5592	1671	2016-08-04 15:48:47+00:00	10	10		French Bulldog	0.280802	Albert	9344232.0
761292947749015552	4697	1179	2016-08-04 20:09:17+00:00	11	10		Standard Poodle	0.6608930000000001	Bonaparte	6091539.300000001
761334018830917632	5470	1558	2016-08-04 22:52:29+00:00	10	10		Norwegian Elkhound	0.8229360000000001	Bruce	8522260.0
761599872357261312	4346	1264	2016-08-05 16:28:54+00:00	11	10		Gordon Setter	0.240427	Sephie	6042678.4
761672994376806400	52199	31173	2016-08-05 21:19:27+00:00	10	10		Unidentifiable	0.0		1627199427.0
761745352076779520	4472	922	2016-08-06 02:06:59+00:00	11	10		Unidentifiable	0.0		4535502.4
761976711479193600	5687	2169	2016-08-06 17:26:19+00:00	12	10		Labrador Retriever	0.475552	Shelby	14802123.6
762035686371364864	33684	16768	2016-08-06 21:20:40+00:00	14	10		Unidentifiable	0.0		790738636.8
762316489655476224	5072	1211	2016-08-07 15:56:28+00:00	11	10		Unidentifiable	0.0	Scout	6756411.200000001
762699858130116608	12807	3900	2016-08-08 17:19:51+00:00	11	10		Kelpie	0.519047	Leela	54942030.0
763183847194451968	5685	1579	2016-08-10 01:23:03+00:00	8	10		Miniature Poodle	0.354674	Clark	7181292.0
764259802650378240	6371	1627	2016-08-13 00:38:30+00:00	10	10		German Shepherd	0.973677	Kota	10365617.0
764857477905154048	6777	1905	2016-08-14 16:13:27+00:00	12	10		Bernese Mountain Dog	0.7920590000000001	Aubie	15492222.0
765222098633691136	12246	3639	2016-08-15 16:22:20+00:00	10	10		Dalmatian	0.556595	Gromit	44563194.0
765371061932261376	7473	2326	2016-08-16 02:14:15+00:00	11	10	pupper	Golden Retriever	0.829456	Louie	19120417.8
765395769549590528	27890	3654	2016-08-16 03:52:26+00:00	13	10		Pembroke	0.509491		132483078.0
765719909049503744	7631	2311	2016-08-17 01:20:27+00:00	12	10		Golden Retriever	0.969518	Brat	21162289.2
766069199026450432	4499	923	2016-08-18 00:28:24+00:00	12	10		Redbone	0.484855	Juno	4983092.4
766423258543644672	6349	1714	2016-08-18 23:55:18+00:00	9	10		Keeshond	0.995823	Shadoe	9793967.4
766693177336135680	4249	849	2016-08-19 17:47:52+00:00	11	10		Doberman	0.948355	Brudge	3968141.1000000006
766793450729734144	5350	1460	2016-08-20 00:26:19+00:00	10	10		Beagle	0.451697	Rufus	7811000.0
767884188863397888	5011	1509	2016-08-23 00:40:31+00:00	10	10		Unidentifiable	0.0	Tito	7561599.0
768193404517830656	11504	3815	2016-08-23 21:09:14+00:00	8	10	doggo	Unidentifiable	0.0	Gerald	35110208.0
768596291618299904	5292	1377	2016-08-24 23:50:10+00:00	12	10		Great Pyrenees	0.729745	Oakley	8744500.799999999
768609597686943744	4338	1300	2016-08-25 00:43:02+00:00	10	10		Basenji	0.183283	Lou	5639400.0
768855141948723200	4423	957	2016-08-25 16:58:45+00:00	11	10		Chow	0.7202189999999999	Jesse	4656092.100000001
768970937022709760	15202	7034	2016-08-26 00:38:52+00:00	12	10		Pomeranian	0.182358	Kirby	128317041.59999998
769212283578875904	5701	1843	2016-08-26 16:37:54+00:00	12	10		Golden Retriever	0.16653800000000002	DonDon	12608331.6
769695466921623552	6738	1783	2016-08-28 00:37:54+00:00	13	10		Pug	0.407117	Titan	15618010.2
770069151037685760	8004	2480	2016-08-29 01:22:47+00:00	10	10		Boston Bull	0.414965	Carbon	19849920.0
770293558247038976	6588	1602	2016-08-29 16:14:30+00:00	10	10		Italian Greyhound	0.931668	Jackson	10553976.0
770772759874076672	5482	1521	2016-08-30 23:58:40+00:00	11	10		Chow	0.979515	Sebastian	9171934.200000001
770787852854652928	5224	1312	2016-08-31 00:58:39+00:00	10	10		Bernese Mountain Dog	0.787812	Winston	6853888.0
771014301343748096	7252	1781	2016-08-31 15:58:28+00:00	7	10		Unidentifiable	0.0		9041068.399999999
771136648247640064	9694	3162	2016-09-01 00:04:38+00:00	11	10		Golden Retriever	0.297402	Dixie	33717670.800000004
771380798096281600	11104	5500	2016-09-01 16:14:48+00:00	11	10		Collie	0.503728	Fizz	67179200.00000001
771770456517009408	12677	3662	2016-09-02 18:03:10+00:00	11	10		Papillon	0.53318	Davey	51065491.400000006
772102971039580160	4232	999	2016-09-03 16:04:27+00:00	11	10		Pembroke	0.54178	Penny	4650544.800000001
772152991789019136	3997	1207	2016-09-03 19:23:13+00:00	10	10		Golden Retriever	0.275318		4824379.0
772193107915964416	6363	1494	2016-09-03 22:02:38+00:00	12	10	pupper	Pembroke	0.367945	Willem	11407586.399999999
772581559778025472	6849	1819	2016-09-04 23:46:12+00:00	10	10		Newfoundland	0.574345		12458331.0
773247561583001600	9956	3470	2016-09-06 19:52:39+00:00	10	10		Miniature Pinscher	0.08336879999999999	Chip	34547320.0
773547596996571136	23362	6661	2016-09-07 15:44:53+00:00	11	10	pupper	Norwegian Elkhound	0.372202	Chelsea	171175710.20000002
773670353721753600	5621	1397	2016-09-07 23:52:41+00:00	10	10		Old English Sheepdog	0.969311	Shakespeare	7852537.0
773704687002451968	6978	1752	2016-09-08 02:09:06+00:00	12	10		Silky Terrier	0.324251	Loki	14670547.200000001
773985732834758656	11352	4182	2016-09-08 20:45:53+00:00	11	10	pupper	Pug	0.10957	Winnie	52221470.400000006
774314403806253056	23031	6018	2016-09-09 18:31:54+00:00	14	10		Eskimo Dog	0.5960449999999999		194040781.2
774639387460112384	7108	1864	2016-09-10 16:03:16+00:00	10	10		Walker Hound	0.6275930000000001	Sprinkles	13249312.0
775085132600442880	16448	5101	2016-09-11 21:34:30+00:00	13	10		Chow	0.316565	Tucker	109071622.4
775364825476165632	7856	3211	2016-09-12 16:05:54+00:00	11	10	doggo	Beagle	0.571229	Finley	27748177.6
775729183532220416	13662	4936	2016-09-13 16:13:44+00:00	13	10		Unidentifiable	0.0		87666321.60000001
775733305207554048	14648	4319	2016-09-13 16:30:07+00:00	11	10	doggo	Unidentifiable	0.0	Anakin	69591183.2
775842724423557120	12403	2889	2016-09-13 23:44:54+00:00	12	10		Chow	0.520022	Blue	42998720.4
776088319444877312	1936	164	2016-09-14 16:00:49+00:00	10	10		Pug	7.657020000000001e-05		317504.0
776113305656188928	12427	4696	2016-09-14 17:40:06+00:00	11	10	pupper	Unidentifiable	0.0	Sampson	64192911.2
776813020089548800	5171	1310	2016-09-16 16:00:31+00:00	12	10		Toy Poodle	0.51661	Solomon	8128812.0
777189768882946048	15173	4678	2016-09-17 16:57:35+00:00	12	10		Chihuahua	0.988412	Jeffrey	85175152.8
777684233540206592	11886	3188	2016-09-19 01:42:24+00:00	12	10		Cocker Spaniel	0.253442		45471081.599999994
777885040357281792	6742	1777	2016-09-19 15:00:20+00:00	3	10		Afghan Hound	0.123529	Wesley	3594160.1999999997
778027034220126208	6937	1756	2016-09-20 00:24:34+00:00	27	10	pupper	Clumber	0.946718	Sophie	32889704.400000002
778039087836069888	8971	2843	2016-09-20 01:12:28+00:00	12	10	pupper	German Shepherd	0.717776		30605463.599999998
778286810187399168	11003	3570	2016-09-20 17:36:50+00:00	11	10		Boston Bull	0.32207	Stanley	43208781.00000001
778383385161035776	6193	1201	2016-09-21 00:00:35+00:00	13	10		Collie	0.345266	Nala	9669130.9
778624900596654080	4924	1093	2016-09-21 16:00:17+00:00	11	10		Airedale	0.786089	Penny	5920125.2
778990705243029504	21199	7865	2016-09-22 16:13:51+00:00	11	10		Cocker Spaniel	0.7153510000000001	Jay	183403148.5
779377524342161408	9355	3376	2016-09-23 17:50:56+00:00	12	10	pupper	Unidentifiable	0.0		37898976.0
779834332596887552	20100	7675	2016-09-25 00:06:08+00:00	11	10		Golden Retriever	0.99383	Scout	169694250.0
780192070812196864	9231	2421	2016-09-25 23:47:39+00:00	11	10		Vizsla	0.144012		24583076.1
780459368902959104	5610	1159	2016-09-26 17:29:48+00:00	11	10		Great Dane	0.382491	Bear	7152189.000000001
780543529827336192	6681	1871	2016-09-26 23:04:13+00:00	12	10		Golden Retriever	0.628312		15000181.2
780601303617732608	12838	3618	2016-09-27 02:53:48+00:00	12	10		Saint Bernard	0.995143	Hercules	55737460.8
780858289093574656	7641	2174	2016-09-27 19:54:58+00:00	10	10		Chesapeake Bay Retriever	0.488555	Dash	16611534.0
780931614150983680	22955	7959	2016-09-28 00:46:20+00:00	13	10	puppo	Unidentifiable	0.0		237508498.5
781163403222056960	10367	2969	2016-09-28 16:07:23+00:00	10	10		Shetland Sheepdog	0.973841		30779623.0
781524693396357120	22024	6019	2016-09-29 16:03:01+00:00	12	10		Chesapeake Bay Retriever	0.0035225		159074947.2
781661882474196992	11074	2942	2016-09-30 01:08:10+00:00	5	10		Pembroke	0.438087		16289854.0
781955203444699136	11796	3651	2016-09-30 20:33:43+00:00	11	10		Unidentifiable	0.0	Chipson	47373915.6
782305867769217024	17693	6051	2016-10-01 19:47:08+00:00	12	10	doggo	Briard	0.5044270000000001	Sampson	128472411.6
782722598790725632	18358	5867	2016-10-02 23:23:04+00:00	10	10		Irish Setter	0.574557	Penny	107706386.0
782747134529531904	7921	1513	2016-10-03 01:00:34+00:00	11	10	doggo	Golden Retriever	0.560699	Deacon	13182920.3
782969140009107456	25602	7979	2016-10-03 15:42:44+00:00	12	10		Golden Retriever	0.17139300000000002	Cali	245134029.6
783334639985389568	31011	12707	2016-10-04 15:55:06+00:00	12	10		Cardigan	0.593858	Dave	472868132.4
783391753726550016	17902	5974	2016-10-04 19:42:03+00:00	13	10		Norwegian Elkhound	0.87713	Godi	139030512.4
783466772167098368	8970	2447	2016-10-05 00:40:09+00:00	11	10		Chihuahua	0.789	Finn	24144549.0
783839966405230592	31909	11740	2016-10-06 01:23:05+00:00	13	10		Unidentifiable	0.0	Riley	486995158.00000006
784431430411685888	6050	1392	2016-10-07 16:33:21+00:00	12	10		Miniature Poodle	0.744819	Stormy	10105920.0
785170936622350336	12847	5278	2016-10-09 17:31:53+00:00	11	10		Eskimo Dog	0.0274944	Hero	74587112.60000001
785264754247995392	7721	1776	2016-10-09 23:44:41+00:00	12	10		Chow	0.056137	Doc	16454995.199999997
785639753186217984	8310	2415	2016-10-11 00:34:48+00:00	10	10	doggo + pupper	Unidentifiable	0.0	Pinot	20068650.0
785927819176054784	12076	3446	2016-10-11 19:39:28+00:00	12	10		Toy Poodle	0.00849262	Lucy	49936675.199999996
786363235746385920	11580	3810	2016-10-13 00:29:39+00:00	13	10	doggo	Golden Retriever	0.929266	Rizzo	57355740.0
786595970293370880	10011	3370	2016-10-13 15:54:28+00:00	11	10		Pembroke	0.709512	Dale	37110777.0
786664955043049472	11332	2783	2016-10-13 20:28:35+00:00	12	10		Leonberg	0.512034		37844347.199999996
786709082849828864	19337	6628	2016-10-13 23:23:56+00:00	75	10		Pomeranian	0.467321	Logan	961242270.0
786963064373534720	28288	8693	2016-10-14 16:13:10+00:00	12	10		Golden Retriever	0.915303	Rory	295089100.8
787322443945877504	8291	1906	2016-10-15 16:01:13+00:00	10	10		Golden Retriever	0.105703	Lincoln	15802646.0
787717603741622272	10887	3030	2016-10-16 18:11:26+00:00	13	10	puppo	German Shepherd	0.992339	Tonks	42883893.0
787810552592695296	9225	3331	2016-10-17 00:20:47+00:00	11	10		Pug	0.362835	Frank	33801322.5
788150585577050112	6543	1422	2016-10-17 22:51:57+00:00	13	10		Chow	0.814145	Leo	12095389.799999999
788412144018661376	16579	5768	2016-10-18 16:11:17+00:00	11	10		Golden Retriever	0.805238	Dexter	105190439.2
788765914992902144	29196	11221	2016-10-19 15:37:03+00:00	12	10		Cocker Spaniel	0.500509	Butter	393129979.2
788908386943430656	29182	13498	2016-10-20 01:03:11+00:00	11	10		Golden Retriever	0.0340897	Lucy	433288499.6000001
789268448748703744	9711	2819	2016-10-21 00:53:56+00:00	10	10		Malamute	0.81286	Stella	27375309.0
789530877013393408	12518	3681	2016-10-21 18:16:44+00:00	12	10		Schipperke	0.363272	Rizzy	55294509.599999994
789986466051088384	9834	2528	2016-10-23 00:27:05+00:00	12	10		Golden Retriever	0.07853049999999999	Happy	29832422.4
790581949425475584	22011	7837	2016-10-24 15:53:19+00:00	11	10		Malinois	0.000152999	Duke	189750227.70000002
790698755171364864	8732	2083	2016-10-24 23:37:28+00:00	12	10		Bernese Mountain Dog	0.996541	Mosby	21826507.2
790946055508652032	17691	5117	2016-10-25 16:00:09+00:00	12	10	puppo	Golden Retriever	0.245773	Betty	108629816.4
791406955684368384	13967	4494	2016-10-26 22:31:36+00:00	12	10		Pembroke	0.972629	Levi	75321237.6
791672322847637504	12520	3412	2016-10-27 16:06:04+00:00	13	10		Golden Retriever	0.705092		55533712.0
792050063153438720	7645	1970	2016-10-28 17:07:05+00:00	11	10		Komondor	0.942856	Remus	16566715.0
